PROTEIN GROUP;GENE;DISTANZA DALL'ER;Q-VALUE DALL'ER;DISTANZA DAL REPLICOMA ;Q-VALUE REPLICOMA;RISULTATO;PREDICTED LOCALIZATION IN INF (analisi con proteine virali);DISTANZA DELLE DISTANCE;DISTANZA DELLE DISTANZE 0-1;TERZILI;top 25%
A0A804HK18;SACS;1,988194;1;2,22002;1;Vicino all'ER;Cytoplasm;0,231826;0,659426013;;
E5RIA4;DNPEP;1,896304;1;2,128047;1;Vicino all'ER;protein-complex;0,231743;0,659172213;;
Q07960;ARHGAP1;1,80917;1;2,040851;1;Vicino all'ER;Cytoplasm;0,231681;0,658982627;;
Q9UL63;MKLN1;1,966343;1;2,198012;1;Vicino all'ER;protein-complex;0,231669;0,658945933;;
A0A087X1Z3;PSME2;1,983951;1;2,215589;1;Vicino all'ER;protein-complex;0,231638;0,65885114;;
E7ENQ1;MAP4K4;1,504128;0,7785593;1,735761;0,8851389;Vicino all'ER;endosome-vesicle;0,231633;0,658835851;;
Q9HCN4;GPN1;2,146956;1;2,378583;1;Vicino all'ER;protein-complex;0,231627;0,658817504;;
Q9H840;GEMIN7;1,943034;1;2,17465;1;Vicino all'ER;Translation;0,231616;0,658783867;;
A0A5F9ZH13;IFT46;2,029841;1;2,261441;1;Vicino all'ER;protein-complex;0,2316;0,658734942;;
Q9H6T0;ESRP2;1,833455;1;2,065044;1;Vicino all'ER;Cytoplasm;0,231589;0,658701306;;
P52799;EFNB2;1,564902;0,8892035;1,796479;0,9885096;Vicino all'ER;endosome-vesicle;0,231577;0,658664612;;
A0A804HHS8;WDR91;1,810913;1;2,042486;1;Vicino all'ER;protein-complex;0,231573;0,65865238;;
P17655;CAPN2;1,810805;1;2,042376;1;Vicino all'ER;Cytoplasm;0,231571;0,658646265;;
Q9BUF5;TUBB6;1,835098;1;2,066656;1;Vicino all'ER;Cytoplasm;0,231558;0,658606513;;
Q9NPA8;ENY2;1,557891;0,8787219;1,789432;0,9756268;Vicino all'ER;Cytoplasm;0,231541;0,65855453;;
Q9UKK9;NUDT5;1,822176;1;2,053711;1;Vicino all'ER;Cytoplasm;0,231535;0,658536183;;
Q9BUL8;PDCD10;1,775537;1;2,007065;1;Vicino all'ER;protein-complex;0,231528;0,658514778;;
Q8TB72;PUM2;1,664111;1;1,895637;1;Vicino all'ER;endosome-vesicle;0,231526;0,658508662;;
O95817;BAG3;1,820925;1;2,052413;1;Vicino all'ER;Cytoplasm;0,231488;0,658392464;;
Q8TBB5;KLHDC4;2,24482;1;2,476269;1;Vicino all'ER;protein-complex;0,231449;0,658273209;;
Q9P206;NHSL3;1,859526;1;2,090973;1;Vicino all'ER;protein-complex;0,231447;0,658267093;;
Q01518;CAP1;2,005586;1;2,237008;1;Vicino all'ER;Cytoplasm;0,231422;0,658190647;;
Q9Y4X5;ARIH1;1,710388;1;1,941793;1;Vicino all'ER;Cytoplasm;0,231405;0,658138664;;
Q6VY07;PACS1;1,806423;1;2,037819;1;Vicino all'ER;Cytoplasm;0,231396;0,658111143;;
Q3V6T2;CCDC88A;1,804516;1;2,035869;1;Vicino all'ER;Cytoplasm;0,231353;0,657979656;;
B5MC51;LIMK2;1,600496;0,9614276;1,831815;1;Vicino all'ER;Cytoplasm;0,231319;0,65787569;;
O75962;TRIO;1,555845;0,8770459;1,787114;0,9732188;Vicino all'ER;Cytoplasm;0,231269;0,657722798;;
H0YN26;ANP32A;1,758065;1;1,989325;1;Vicino all'ER;Cytoplasm;0,23126;0,657695277;;
Q14974;KPNB1;1,85566;1;2,086919;1;Vicino all'ER;Cytoplasm;0,231259;0,657692219;;
Q92928;RAB1C;1,022555;0,08067548;1,253755;0,1417117;Vicino all'ER;Golgi apparatus;0,2312;0,657511807;;
H0Y9C1;CNOT6L;1,533993;0,8336675;1,765134;0,9371495;Vicino all'ER;endosome-vesicle;0,231141;0,657331395;;
P10644;PRKAR1A;2,038659;1;2,269799;1;Vicino all'ER;protein-complex;0,23114;0,657328337;;
P05141;SLC25A5;0,6670988;0,004678082;0,8981711;0,01557494;Vicino all'ER;Mitochondria;0,2310723;0,657121321;;
P07437;TUBB;1,859336;1;2,090406;1;Vicino all'ER;Cytoplasm;0,23107;0,657114288;;
A0A8Q3WLB2;KIF1B;1,870465;1;2,101532;1;Vicino all'ER;Translation;0,231067;0,657105115;;
Q5HYI8;RABL3;1,035617;0,08902158;1,26661;0,1527087;Vicino all'ER;ER;0,230993;0,656878835;;
Q9HB07;MYG1;1,815422;1;2,046382;1;Vicino all'ER;Cytoplasm;0,23096;0,656777926;;
Q16222;UAP1;1,761701;1;1,992646;1;Vicino all'ER;Cytoplasm;0,230945;0,656732059;;
O60353;FZD6;0,8984341;0,03191509;1,12932;0,07026234;Vicino all'ER;PM;0,2308859;0,65655134;;
Q01973;ROR1;1,378634;0,5230154;1,609408;0,660201;Vicino all'ER;ER;0,230774;0,656209168;;
O60942;RNGTT;1,364236;0,4950265;1,595009;0,6320699;Vicino all'ER;Mitochondria;0,230773;0,65620611;;
B7Z6Q0;NPRL3;1,832268;1;2,063026;1;Vicino all'ER;protein-complex;0,230758;0,656160243;;
Q96RS6;NUDCD1;1,994643;1;2,225373;1;Vicino all'ER;protein-complex;0,23073;0,656074623;;
Q9Y3Q3;TMED3;1,338216;0,4463893;1,568941;0,5785434;Vicino all'ER;Golgi apparatus;0,230725;0,656059334;;
E9PKF6;PPP6R3;1,867207;1;2,097928;1;Vicino all'ER;Cytoplasm;0,230721;0,656047103;;
A0A0B4J1R2;ACSS3;1,042604;0,09267874;1,273323;0,1583786;Vicino all'ER;Mitochondria;0,230719;0,656040987;Q3;x
O60547;GMDS;1,846522;1;2,077241;1;Vicino all'ER;Cytoplasm;0,230719;0,656040987;;
O00483;NDUFA4;0,7538608;0,009826291;0,9845739;0,02916284;Vicino all'ER;Mitochondria;0,2307131;0,656022946;;
Q5VWU8;PARD3;1,175271;0,2001395;1,405981;0,3044426;Vicino all'ER;protein-complex;0,23071;0,656013467;;
Q8TE02;ELP5;2,019039;1;2,24974;1;Vicino all'ER;protein-complex;0,230701;0,655985946;;
Q9NVX0;HAUS2;2,057388;1;2,288059;1;Vicino all'ER;Cytoplasm;0,230671;0,655894211;;
Q8NEZ5;FBXO22;1,877873;1;2,108534;1;Vicino all'ER;Cytoplasm;0,230661;0,655863633;;
Q13325;IFIT5;1,92456;1;2,155213;1;Vicino all'ER;Cytoplasm;0,230653;0,65583917;;
Q8N5N7;MRPL50;0,811059;0,01565637;1,041708;0,04187018;Vicino all'ER;Mitochondria;0,230649;0,655826939;;
Q6P1L8;MRPL14;0,8053017;0,01487805;1,035946;0,0404521;Vicino all'ER;Mitochondria;0,2306443;0,655812567;;
Q86SR1;GALNT10;1,385937;0,5393146;1,616526;0,6738331;Vicino all'ER;Golgi apparatus;0,230589;0,655643468;;
P35749;MYH11;1,749223;1;1,979779;1;Vicino all'ER;Golgi apparatus;0,230556;0,65554256;;
Q9NPA0;EMC7;0,3149067;0;0,5454552;0,000694051;Vicino all'ER;ER;0,2305485;0,655519626;;
Q9H9Q2;COPS7B;1,662541;1;1,893035;1;Vicino all'ER;Cytoplasm;0,230494;0,655352974;;
Q7Z6B7;SRGAP1;1,667333;1;1,897819;1;Vicino all'ER;Cytoplasm;0,230486;0,655328511;;
A0A0A6YYL4;PAM16;1,750631;1;1,981108;1;Vicino all'ER;Cytoplasm;0,230477;0,655300991;;
P20839;IMPDH1;2,052982;1;2,283457;1;Vicino all'ER;protein-complex;0,230475;0,655294875;;
Q9H936;SLC25A22;0,9815924;0,06051455;1,212064;0,1114645;Vicino all'ER;Mitochondria;0,2304716;0,655284478;;
O95466;FMNL1;1,530699;0,8299301;1,76116;0,9283305;Vicino all'ER;Golgi apparatus;0,230461;0,655252065;;
Q13451;FKBP5;1,735189;1;1,965629;1;Vicino all'ER;Cytoplasm;0,23044;0,655187851;;
P26012;ITGB8;1,156845;0,1818351;1,387249;0,2790693;Vicino all'ER;Golgi apparatus;0,230404;0,655077768;;
A0A7I2V3V0;STAT3;1,902246;1;2,132615;1;Vicino all'ER;Cytoplasm;0,230369;0,654970744;;
P20933;AGA;0,6293959;0,003017378;0,5163845;0,000401929;Vicino al REPLICOMA;Lysosome;0,1130114;0,296110278;;
A0A0G2JIW1;HSPA1B;1,851037;1;2,081371;1;Vicino all'ER;Cytoplasm;0,230334;0,65486372;;
P11441;UBL4A;1,970185;1;2,200424;1;Vicino all'ER;Cytoplasm;0,230239;0,654573225;;
Q32P41;TRMT5;1,489264;0,749596;1,719501;0,8587823;Vicino all'ER;Cytoplasm;0,230237;0,65456711;;
A0A804H3B5;EFCAB14;0,8911836;0,03011196;1,121375;0,06729701;Vicino all'ER;Golgi apparatus;0,2301914;0,654427672;;
Q7Z6Z7;HUWE1;2,023179;1;2,253363;1;Vicino all'ER;Cytoplasm;0,230184;0,654405044;;
Q8NHW3;MAFA;1,142826;0,1692147;1,373004;0,2601935;Vicino all'ER;Mitochondria;0,230178;0,654386697;;
Q9NRX2;MRPL17;0,7800912;0,01192047;1,010251;0,0345995;Vicino all'ER;Mitochondria;0,2301598;0,654331045;;
A0A994J749;IMPDH;2,059101;1;2,289259;1;Vicino all'ER;protein-complex;0,230158;0,65432554;;
P0CAP2;POLR2M;2,099244;1;2,329401;1;Vicino all'ER;protein-complex;0,230157;0,654322483;;
Q5JSH3;WDR44;1,802062;1;2,032187;1;Vicino all'ER;Cytoplasm;0,230125;0,654224632;;
Q9UNX3;RPL26L1;1,545536;0,8559512;1,775616;0,9530729;Vicino all'ER;Translation;0,23008;0,654087029;;
Q5TAQ9;DCAF8;1,953288;1;2,183365;1;Vicino all'ER;Cytoplasm;0,230077;0,654077856;;
Q15031;LARS2;0,6717661;0,004926569;0,9018021;0,01592896;Vicino all'ER;Mitochondria;0,230036;0,653952484;;
Q01813;PFKP;1,996106;1;2,22614;1;Vicino all'ER;protein-complex;0,230034;0,653946369;;
A0A2R8YD87;VPS13D;1,915559;1;2,145562;1;Vicino all'ER;Cytoplasm;0,230003;0,653851576;;
Q9UBB6;NCDN;2,013958;1;2,243899;1;Vicino all'ER;Cytoplasm;0,229941;0,65366199;;
Q6DKJ4;NXN;2,098399;1;2,328271;1;Vicino all'ER;protein-complex;0,229872;0,653450999;;
P21399;ACO1;2,134062;1;2,363931;1;Vicino all'ER;protein-complex;0,229869;0,653441825;Q3;x
Q86VS8;HOOK3;1,899978;1;2,129838;1;Vicino all'ER;Translation;0,22986;0,653414305;;
Q8WUH6;TMEM263;1,662099;1;1,891928;1;Vicino all'ER;Cytoplasm;0,229829;0,653319512;;
P46060;RANGAP1;1,594298;0,9507504;1,824093;1;Vicino all'ER;Cytoplasm;0,229795;0,653215545;;
Q9Y3P9;RABGAP1;1,815163;1;2,044956;1;Vicino all'ER;Cytoplasm;0,229793;0,65320943;;
A0A7P0T9A7;ADSL;1,920963;1;2,150668;1;Vicino all'ER;protein-complex;0,229705;0,65294034;Q2;x
Q9BRP4;PAAF1;1,957479;1;2,187142;1;Vicino all'ER;protein-complex;0,229663;0,652811911;;
A0A3B3ITG3;DAB2IP;1,745114;1;1,974758;1;Vicino all'ER;Cytoplasm;0,229644;0,652753812;;
Q9NZZ3;CHMP5;1,725103;1;1,954736;1;Vicino all'ER;Cytoplasm;0,229633;0,652720176;;
Q92558;WASF1;2,06898;1;2,298583;1;Vicino all'ER;protein-complex;0,229603;0,652628441;;
Q4VXZ8;DECR2;0,5083575;0,000759669;0,7379336;0,005035971;Vicino all'ER;ER;0,2295761;0,652546185;;
Q13618;CUL3;1,773688;1;2,003262;1;Vicino all'ER;Cytoplasm;0,229574;0,652539763;;
Q9HDC9;APMAP;0,3080685;0;0,5376165;0,000584795;Vicino all'ER;ER;0,229548;0,65246026;;
P61160;ACTR2;1,878099;1;2,107618;1;Vicino all'ER;Cytoplasm;0,229519;0,652371582;Q2;x
P56537;EIF6;1,70453;1;1,934048;1;Vicino all'ER;Cytoplasm;0,229518;0,652368524;;
A0A1B0GUA3;KIFBP;1,848053;1;2,077541;1;Vicino all'ER;Cytoplasm;0,229488;0,652276789;;
Q96S82;UBL7;1,745681;1;1,975155;1;Vicino all'ER;Cytoplasm;0,229474;0,65223398;;
Q9BY12;SCAPER;1,877268;1;2,106728;1;Vicino all'ER;protein-complex;0,22946;0,65219117;;
P35579;MYH9;1,783202;1;2,012617;1;Vicino all'ER;Cytoplasm;0,229415;0,652053567;;
A0A3B3IU42;GEMIN2;1,808528;1;2,03794;1;Vicino all'ER;Translation;0,229412;0,652044394;;
A0A0A0MRI1;GPALPP1;1,731068;1;1,960462;1;Vicino all'ER;Cytoplasm;0,229394;0,651989353;;
P67936;TPM4;1,774251;1;2,003619;1;Vicino all'ER;Cytoplasm;0,229368;0,651909849;;
M0QWZ7;SARS2;0,8633274;0,02440095;1,092669;0,05704334;Vicino all'ER;Mitochondria;0,2293416;0,651829122;;
A0A087X2H1;HECTD1;1,860944;1;2,09026;1;Vicino all'ER;Cytoplasm;0,229316;0,651750841;;
Q9UBV8;PEF1;2,059559;1;2,288837;1;Vicino all'ER;protein-complex;0,229278;0,651634643;;
F5GXB9;ANAPC15;1,842042;1;2,071291;1;Vicino all'ER;Translation;0,229249;0,651545966;;
Q2M2H8;MGAM2;1,198287;0,2283263;1,427536;0,3372017;Vicino all'ER;ER;0,229249;0,651545966;;
O00534;VWA5A;1,739579;1;1,968777;1;Vicino all'ER;Cytoplasm;0,229198;0,651390016;;
E7EQU1;HMGB3;1,740414;1;1,969598;1;Vicino all'ER;Cytoplasm;0,229184;0,651347207;;
Q9H2H8;PPIL3;1,746928;1;1,976064;1;Vicino all'ER;Cytoplasm;0,229136;0,651200431;;
A0A7I2V5D2;MKRN2;1,947758;1;2,176888;1;Vicino all'ER;Translation;0,22913;0,651182084;;
Q6PJI9;WDR59;1,505886;0,780913;1,735002;0,8844512;Vicino all'ER;Translation;0,229116;0,651139274;;
Q96PZ0;PUS7;1,912064;1;2,14114;1;Vicino all'ER;Cytoplasm;0,229076;0,65101696;;
P46199;MTIF2;0,8547004;0,02273958;1,083757;0,05422136;Vicino all'ER;Mitochondria;0,2290566;0,650957638;;
A0A087WW00;UBE2D1;1,748493;1;1,977519;1;Vicino all'ER;Cytoplasm;0,229026;0,650864068;;
Q96BH1;RNF25;2,098177;1;2,3272;1;Vicino all'ER;Cytoplasm;0,229023;0,650854895;;
A0A6Q8PHP0;NT5C2;1,870759;1;2,099781;1;Vicino all'ER;Cytoplasm;0,229022;0,650851837;;
Q01581;HMGCS1;1,726158;1;1,955174;1;Vicino all'ER;Cytoplasm;0,229016;0,65083349;;
Q8NEU8;APPL2;1,825241;1;2,054231;1;Vicino all'ER;Cytoplasm;0,22899;0,650753986;;
Q9Y383;LUC7L2;1,653936;1;1,882856;1;Vicino all'ER;Nucleus;0,22892;0,650539938;;
Q6DKI1;RPL7L1;0,7533887;0,009797933;0,982294;0,02877807;Vicino all'ER;Mitochondria;0,2289053;0,650494987;;
Q0VDG4;SCRN3;1,834327;1;2,063208;1;Vicino all'ER;Cytoplasm;0,228881;0,650420682;;
P22090;RPS4Y1;1,630277;1;1,859155;1;Vicino all'ER;Translation;0,228878;0,650411508;;
Q13976;PRKG1;1,773378;1;2,002254;1;Vicino all'ER;Cytoplasm;0,228876;0,650405393;;
Q05397;PTK2;2,009509;1;2,238381;1;Vicino all'ER;Translation;0,228872;0,650393161;;
P06753;TPM3;1,711272;1;1,94014;1;Vicino all'ER;Cytoplasm;0,228868;0,65038093;;
B8ZZ87;MZT2B;1,678028;1;1,906849;1;Vicino all'ER;endosome-vesicle;0,228821;0,650237212;;
Q5VZE5;NAA35;2,066641;1;2,295434;1;Vicino all'ER;Cytoplasm;0,228793;0,650151592;;
Q8TEA8;DTD1;1,692871;1;1,921651;1;Vicino all'ER;Cytoplasm;0,22878;0,65011184;;
A0A1W2PPJ5;CRBN;1,975898;1;2,204627;1;Vicino all'ER;protein-complex;0,228729;0,649955891;;
A0A0A0MRH8;CHD1L;1,743552;1;1,97228;1;Vicino all'ER;Cytoplasm;0,228728;0,649952833;;
P49407;ARRB1;1,743062;1;1,971778;1;Vicino all'ER;Cytoplasm;0,228716;0,649916139;;
A0A8I5KR65;EDEM3;0,7077128;0,00683908;0,9364256;0,02056515;Vicino all'ER;ER;0,2287128;0,649906354;;
P09104;ENO2;1,743635;1;1,972295;1;Vicino all'ER;Cytoplasm;0,22866;0,6497449;;
Q6P1L5;FAM117B;2,13365;1;2,362282;1;Vicino all'ER;Cytoplasm;0,228632;0,64965928;;
A0A8V8TL82;ROCK2;1,777863;1;2,006417;1;Vicino all'ER;Cytoplasm;0,228554;0,649420769;;
Q13608;PEX6;1,310691;0,3948809;1,539229;0,5232192;Vicino all'ER;endosome-vesicle;0,228538;0,649371844;;
Q14847;LASP1;1,790563;1;2,019082;1;Vicino all'ER;Cytoplasm;0,228519;0,649313745;;
Q13232;NME3;1,71044;1;1,938955;1;Vicino all'ER;Cytoplasm;0,228515;0,649301513;;
O43813;LANCL1;1,677275;1;1,905788;1;Vicino all'ER;Cytoplasm;0,228513;0,649295398;;
Q99608;NDN;2,093272;1;2,321784;1;Vicino all'ER;protein-complex;0,228512;0,64929234;;
Q9H425;C1orf198;1,77572;1;2,004223;1;Vicino all'ER;Cytoplasm;0,228503;0,649264819;;
Q9UNZ2;NSFL1C;2,037164;1;2,265656;1;Vicino all'ER;protein-complex;0,228492;0,649231183;;
Q9Y2C2;UST;1,483807;0,7362662;1,712292;0,8449073;Vicino all'ER;Golgi apparatus;0,228485;0,649209778;;
Q16740;CLPP;0,8841841;0,02862394;1,112646;0,06416401;Vicino all'ER;Mitochondria;0,2284619;0,649139142;;
E9PFR3;PPP2R5D;1,869764;1;2,098123;1;Vicino all'ER;Cytoplasm;0,228359;0,648824491;;
Q8IWV7;UBR1;1,899222;1;2,127571;1;Vicino all'ER;Cytoplasm;0,228349;0,648793912;;
E7EMD6;AKAP10;2,03252;1;2,260863;1;Vicino all'ER;protein-complex;0,228343;0,648775565;Q2;x
A0A8C8QSB1;HLCS;1,719234;1;1,947521;1;Vicino all'ER;Cytoplasm;0,228287;0,648604327;;
O94855;SEC24D;1,906091;1;2,13432;1;Vicino all'ER;protein-complex;0,228229;0,648426972;;
Q16851;UGP2;2,015702;1;2,243927;1;Vicino all'ER;protein-complex;0,228225;0,648414741;;
Q9UBK9;UXT;1,928983;1;2,157207;1;Vicino all'ER;Translation;0,228224;0,648411683;;
H0YER8;ASAP3;1,948923;1;2,177124;1;Vicino all'ER;protein-complex;0,228201;0,648341353;;
Q9UKE5;TNIK;1,633558;1;1,861696;1;Vicino all'ER;endosome-vesicle;0,228138;0,648148709;;
A0A6Q8PGL3;GDAP1;0,670597;0,004859061;0,8987085;0,01560079;Vicino all'ER;Mitochondria;0,2281115;0,648067676;;
Q13564;NAE1;1,784031;1;2,012095;1;Vicino all'ER;Cytoplasm;0,228064;0,647922429;;
Q9GZZ9;UBA5;1,795118;1;2,023174;1;Vicino all'ER;Cytoplasm;0,228056;0,647897966;;
K7EMQ3;DNM2;1,755171;1;1,983204;1;Vicino all'ER;ER;0,228033;0,647827636;;
O95352;ATG7;1,856112;1;2,084137;1;Vicino all'ER;Cytoplasm;0,228025;0,647803173;;
B8ZZQ6;PTMA;1,711024;1;1,939021;1;Vicino all'ER;Cytoplasm;0,227997;0,647717554;;
P07951;TPM2;1,559312;0,8815914;1,787296;0,97425;Vicino all'ER;Cytoplasm;0,227984;0,647677802;;
P09972;ALDOC;1,71883;1;1,946805;1;Vicino all'ER;Cytoplasm;0,227975;0,647650281;;
Q14247;CTTN;1,763525;1;1,99148;1;Vicino all'ER;Cytoplasm;0,227955;0,647589124;;
P35237;SERPINB6;1,556452;0,8774722;1,784391;0,9682913;Vicino all'ER;Cytoplasm;0,227939;0,647540199;;
Q9NTZ6;RBM12;1,61834;0,9932239;1,846274;1;Vicino all'ER;Cytoplasm;0,227934;0,64752491;;
P29692;EEF1D;1,721404;1;1,949333;1;Vicino all'ER;Translation;0,227929;0,647509621;;
O94910;ADGRL1;1,756447;1;1,984376;1;Vicino all'ER;protein-complex;0,227929;0,647509621;Q2;x
Q8WVS4;DYNC2I1;1,825521;1;2,053445;1;Vicino all'ER;Translation;0,227924;0,647494332;;
B7ZC38;SH3GLB2;1,84811;1;2,076028;1;Vicino all'ER;Cytoplasm;0,227918;0,647475985;;
Q9NWZ8;GEMIN8;1,700631;1;1,928542;1;Vicino all'ER;Translation;0,227911;0,64745458;;
A0A994J5K1;PMPCA;0,7177981;0,007347161;0,9456894;0,02201754;Vicino all'ER;Mitochondria;0,2278913;0,64739434;;
P22314;UBA1;1,826601;1;2,054458;1;Vicino all'ER;Cytoplasm;0,227857;0,647289456;;
Q9H4B6;SAV1;1,861049;1;2,088874;1;Vicino all'ER;Translation;0,227825;0,647191606;;
O00116;AGPS;0,5606232;0,001460554;0,3572792;0;Vicino al REPLICOMA;Peroxisome;0,203344;0,572332687;Q3;x
E9PPW7;NDUFS8;0,6373132;0,003253846;0,8651301;0,01240985;Vicino all'ER;Mitochondria;0,2278169;0,647166837;;
Q8TC07;TBC1D15;1,761686;1;1,989491;1;Vicino all'ER;Cytoplasm;0,227805;0,647130449;;
Q9H6R7;WDCP;1,988578;1;2,216353;1;Vicino all'ER;Cytoplasm;0,227775;0,647038714;;
Q12894;IFRD2;1,798412;1;2,026172;1;Vicino all'ER;Translation;0,22776;0,646992846;;
Q15907;RAB11B;1,394598;0,5558088;1,622321;0,6840025;Vicino all'ER;ER;0,227723;0,646879706;;
Q9H993;ARMT1;1,674858;1;1,902546;1;Vicino all'ER;Cytoplasm;0,227688;0,646772682;;
F8W050;NCKAP1L;1,692961;1;1,920617;1;Vicino all'ER;Cytoplasm;0,227656;0,646674831;;
Q9NWZ5;UCKL1;2,134261;1;2,3619;1;Vicino all'ER;protein-complex;0,227639;0,646622848;;
Q92572;AP3S1;1,976098;1;2,203722;1;Vicino all'ER;protein-complex;0,227624;0,64657698;;
Q14185;DOCK1;1,704538;1;1,932138;1;Vicino all'ER;Translation;0,2276;0,646503592;;
E9PLP0;CARS1;1,893344;1;2,120925;1;Vicino all'ER;Cytoplasm;0,227581;0,646445493;;
A0A8V8TNZ9;LIG1;1,407956;0,583734;1,635522;0,7097717;Vicino all'ER;Nucleus;0,227566;0,646399626;;
E7EQA9;TANK;2,099099;1;2,32662;1;Vicino all'ER;Cytoplasm;0,227521;0,646262023;;
P48047;ATP5PO;0,7027729;0,006504684;0,930241;0,01964989;Vicino all'ER;Mitochondria;0,2274681;0,646100263;;
Q7Z7L8;C11orf96;1,850745;1;2,078212;1;Vicino all'ER;Translation;0,227467;0,6460969;;
A0A087WWU8;TPM3;1,726519;1;1,953935;1;Vicino all'ER;Cytoplasm;0,227416;0,64594095;;
E7EQZ4;SMN1;1,876238;1;2,103635;1;Vicino all'ER;Translation;0,227397;0,645882851;;
P00441;SOD1;1,608662;0,9774114;1,83605;1;Vicino all'ER;Cytoplasm;0,227388;0,645855331;;
Q99536;VAT1;2,179419;1;2,406789;1;Vicino all'ER;endosome-vesicle;0,22737;0,64580029;;
Q8TEQ6;GEMIN5;1,843218;1;2,070578;1;Vicino all'ER;Translation;0,22736;0,645769711;;
P26583;HMGB2;1,761018;1;1,988365;1;Vicino all'ER;Cytoplasm;0,227347;0,645729959;;
Q96FJ0;STAMBPL1;1,732345;1;1,959692;1;Vicino all'ER;Cytoplasm;0,227347;0,645729959;;
O43299;AP5Z1;1,862998;1;2,090269;1;Vicino all'ER;Cytoplasm;0,227271;0,645497564;;
H7C487;OSBPL10;1,869809;1;2,097059;1;Vicino all'ER;protein-complex;0,22725;0,645433349;;
Q96EX3;DYNC2I2;1,923527;1;2,150776;1;Vicino all'ER;Translation;0,227249;0,645430291;;
Q96EB1;ELP4;2,012499;1;2,239745;1;Vicino all'ER;protein-complex;0,227246;0,645421118;;
A0A8V8TQI6;GOLGA4;1,439585;0,649826;1,666759;0,7673587;Vicino all'ER;Cytoplasm;0,227174;0,645200953;;
Q9NTX5;ECHDC1;0,650027;0,003755523;0,8771988;0,01358942;Vicino all'ER;Mitochondria;0,2271718;0,645194226;;
Q9HAU4;SMURF2;1,761839;1;1,988959;1;Vicino all'ER;Translation;0,22712;0,64503583;;
A0A8I5KYA1;MYLK;1,637105;1;1,864159;1;Vicino all'ER;Mitochondria;0,227054;0,644834013;;
Q9C037;TRIM4;0,9793221;0,05950811;1,206329;0,1081373;Vicino all'ER;ER;0,2270069;0,644689989;;
A0A994J3H1;PPP2R1A;1,856384;1;2,083369;1;Vicino all'ER;Cytoplasm;0,226985;0,644623022;;
D6RBJ8;ARHGAP22;0,8247606;0,01734027;1,051741;0,04421757;Vicino all'ER;Peroxisome;0,2269804;0,644608956;;
Q13371;PDCL;1,970116;1;2,197096;1;Vicino all'ER;protein-complex;0,22698;0,644607733;;
B4DUT8;CNN2;1,432094;0,6334903;1,659009;0,7500518;Vicino all'ER;endosome-vesicle;0,226915;0,644408974;;
Q5T9A4;ATAD3B;0,8033124;0,0146564;1,030209;0,03908237;Vicino all'ER;Mitochondria;0,2268966;0,644352709;;
Q32MZ4;LRRFIP1;1,847246;1;2,074099;1;Vicino all'ER;Cytoplasm;0,226853;0,644219388;;
O75964;ATP5MG;0,7609574;0,01036463;0,9878026;0,02981421;Vicino all'ER;Mitochondria;0,2268452;0,644195536;;
P33897;ABCD1;1,620695;0,997789;1,84754;1;Vicino all'ER;protein-complex;0,226845;0,644194925;Q3;x
A0A5F9YFS9;SPCS1;0,4794328;0,000439739;0,7062705;0,003872305;Vicino all'ER;ER;0,2268377;0,644172603;;
P31150;GDI1;1,794058;1;2,020881;1;Vicino all'ER;Cytoplasm;0,226823;0,644127652;;
P21266;GSTM3;1,920467;1;2,14728;1;Vicino all'ER;Cytoplasm;0,226813;0,644097074;;
Q9Y680;FKBP7;0,4646003;0,00040493;0,6913785;0,003461538;Vicino all'ER;ER;0,2267782;0,643990661;;
A0A9L9PXC2;PLOD2;0,5137042;0,000797872;0,7404802;0,005093123;Vicino all'ER;Mitochondria;0,226776;0,643983934;;
A0A1B0GTG2;ALDH7A1;1,196069;0,2256488;1,422794;0,3279425;Vicino all'ER;Mitochondria;0,226725;0,643827984;;
A0A8Q3SII4;RGPD6;1,87712;1;2,103831;1;Vicino all'ER;protein-complex;0,226711;0,643785175;;
O43861;ATP9B;1,117029;0,1462828;1,343614;0,2266144;Vicino all'ER;PM;0,226585;0,643399887;;
P09496;CLTA;1,727937;1;1,954488;1;Vicino all'ER;Cytoplasm;0,226551;0,643295921;;
Q5VZU9;TPP2;1,711348;1;1,937884;1;Vicino all'ER;endosome-vesicle;0,226536;0,643250053;;
P46940;IQGAP1;1,838731;1;2,065243;1;Vicino all'ER;Cytoplasm;0,226512;0,643176665;;
Q5SYE7;NHSL1;1,877478;1;2,103961;1;Vicino all'ER;Translation;0,226483;0,643087988;;
O95671;ASMTL;1,830125;1;2,056545;1;Vicino all'ER;Cytoplasm;0,22642;0,642895344;;
P10155;RO60;1,684669;1;1,911088;1;Vicino all'ER;Cytoplasm;0,226419;0,642892286;;
Q9UMF0;ICAM5;1,401559;0,5708747;1,627949;0,6943442;Vicino all'ER;Golgi apparatus;0,22639;0,642803609;;
F8VWW7;SPRYD3;1,79241;1;2,018794;1;Vicino all'ER;protein-complex;0,226384;0,642785262;;
P55735;SEC13;2,089561;1;2,31593;1;Vicino all'ER;protein-complex;0,226369;0,642739394;;
Q9UNS2;COPS3;1,878007;1;2,104352;1;Vicino all'ER;Cytoplasm;0,226345;0,642666006;;
A0A9L9PXS3;GPX4;1,644156;1;1,870494;1;Vicino all'ER;Cytoplasm;0,226338;0,642644601;;
